Time t / s,Events N,Channel n,Energy E / keV,Rate R / 1/s,Voltage U / V,Dead time t / %
,0,246,246,,,
,0,247,247,,,
,0,248,248,,,
,1,249,249,,,
,0,250,250,,,
,1,251,251,,,
,0,252,252,,,
,2,253,253,,,
,0,254,254,,,
,0,255,255,,,
,0,256,256,,,
,0,257,257,,,
,0,258,258,,,
,1,259,259,,,
,0,260,260,,,
,1,261,261,,,
,0,262,262,,,
,0,263,263,,,
,0,264,264,,,
,1,265,265,,,
,1,266,266,,,
,1,267,267,,,
,1,268,268,,,
,0,269,269,,,
,0,270,270,,,
,0,271,271,,,
,0,272,272,,,
,2,273,273,,,
,0,274,274,,,
,0,275,275,,,
,0,276,276,,,
,1,277,277,,,
,0,278,278,,,
,0,279,279,,,
,1,280,280,,,
,0,281,281,,,
,0,282,282,,,
,2,283,283,,,
,1,284,284,,,
,0,285,285,,,
,0,286,286,,,
,1,287,287,,,
,0,288,288,,,
,0,289,289,,,
,0,290,290,,,
,0,291,291,,,
,0,292,292,,,
,1,293,293,,,
,2,294,294,,,
,0,295,295,,,
,1,296,296,,,
,0,297,297,,,
,1,298,298,,,
,1,299,299,,,
,0,300,300,,,
,1,301,301,,,
,0,302,302,,,
,1,303,303,,,
,0,304,304,,,
,0,305,305,,,
,0,306,306,,,
,0,307,307,,,
,0,308,308,,,
,0,309,309,,,
,0,310,310,,,
,0,311,311,,,
,1,312,312,,,
,0,313,313,,,
,0,314,314,,,
,0,315,315,,,
,1,316,316,,,
,0,317,317,,,
,0,318,318,,,
,1,319,319,,,
,1,320,320,,,
,0,321,321,,,
,0,322,322,,,
,0,323,323,,,
,0,324,324,,,
,0,325,325,,,
,1,326,326,,,
,0,327,327,,,
,0,328,328,,,
,0,329,329,,,
,1,330,330,,,
,1,331,331,,,
,0,332,332,,,
,0,333,333,,,
,2,334,334,,,
,1,335,335,,,
,0,336,336,,,
,0,337,337,,,
,0,338,338,,,
,0,339,339,,,
,0,340,340,,,
,0,341,341,,,
,0,342,342,,,
,0,343,343,,,
,0,344,344,,,
,0,345,345,,,
,0,346,346,,,
,0,347,347,,,
,1,348,348,,,
,0,349,349,,,
,0,350,350,,,
,1,351,351,,,
,1,352,352,,,
,2,353,353,,,
,1,354,354,,,
,1,355,355,,,
,1,356,356,,,
,0,357,357,,,
,0,358,358,,,
,1,359,359,,,
,2,360,360,,,
,0,361,361,,,
,0,362,362,,,
,0,363,363,,,
,0,364,364,,,
,0,365,365,,,
,0,366,366,,,
,1,367,367,,,
,0,368,368,,,
,0,369,369,,,
,0,370,370,,,
,0,371,371,,,
,0,372,372,,,
,0,373,373,,,
,0,374,374,,,
,0,375,375,,,
,0,376,376,,,
,0,377,377,,,
,1,378,378,,,
,0,379,379,,,
,0,380,380,,,
,0,381,381,,,
,1,382,382,,,
,0,383,383,,,
,0,384,384,,,
,0,385,385,,,
,0,386,386,,,
,1,387,387,,,
,1,388,388,,,
,0,389,389,,,
,0,390,390,,,
,0,391,391,,,
,0,392,392,,,
,0,393,393,,,
,0,394,394,,,
,0,395,395,,,
,1,396,396,,,
,0,397,397,,,
,0,398,398,,,
,0,399,399,,,
,0,400,400,,,
,0,401,401,,,
,0,402,402,,,
,1,403,403,,,
,0,404,404,,,
,0,405,405,,,
,0,406,406,,,
,0,407,407,,,
,0,408,408,,,
,0,409,409,,,
,0,410,410,,,
,0,411,411,,,
,0,412,412,,,
,0,413,413,,,
,0,414,414,,,
,0,415,415,,,
,0,416,416,,,
,0,417,417,,,
,0,418,418,,,
,2,419,419,,,
,0,420,420,,,
,0,421,421,,,
,0,422,422,,,
,0,423,423,,,
,0,424,424,,,
,1,425,425,,,
,0,426,426,,,
,1,427,427,,,
,0,428,428,,,
,0,429,429,,,
,0,430,430,,,
,0,431,431,,,
,0,432,432,,,
,0,433,433,,,
,0,434,434,,,
,0,435,435,,,
,0,436,436,,,
,0,437,437,,,
,0,438,438,,,
,0,439,439,,,
,0,440,440,,,
,0,441,441,,,
,0,442,442,,,
,0,443,443,,,
,0,444,444,,,
,0,445,445,,,
,0,446,446,,,
,0,447,447,,,
,0,448,448,,,
,0,449,449,,,
,0,450,450,,,
,1,451,451,,,
,0,452,452,,,
,0,453,453,,,
,0,454,454,,,
,0,455,455,,,
,0,456,456,,,
,0,457,457,,,
,0,458,458,,,
,0,459,459,,,
,0,460,460,,,
,0,461,461,,,
,0,462,462,,,
,0,463,463,,,
,0,464,464,,,
,0,465,465,,,
,1,466,466,,,
,0,467,467,,,
,0,468,468,,,
,0,469,469,,,
,0,470,470,,,
,0,471,471,,,
,0,472,472,,,
,0,473,473,,,
,0,474,474,,,
,0,475,475,,,
,0,476,476,,,
,0,477,477,,,
,0,478,478,,,
,0,479,479,,,
,0,480,480,,,
,0,481,481,,,
,1,482,482,,,
,0,483,483,,,
,1,484,484,,,
,0,485,485,,,
,0,486,486,,,
,0,487,487,,,
,0,488,488,,,
,0,489,489,,,
,0,490,490,,,
,0,491,491,,,
,2,492,492,,,
,0,493,493,,,
,0,494,494,,,
,0,495,495,,,
,1,496,496,,,
,0,497,497,,,
,0,498,498,,,
,0,499,499,,,
,0,500,500,,,
,0,501,501,,,
,0,502,502,,,
,0,503,503,,,
,1,504,504,,,
,1,505,505,,,
,0,506,506,,,
,1,507,507,,,
,0,508,508,,,
,0,509,509,,,
,0,510,510,,,
,5,511,511,,,
